federal_state,administrative_district,district,verb,municipality,city,postal_code,area_m2,total_population,male_population,female_population,population_density_km2,municipality_type,rental_level,average_price_m2,price_index_housing_costs,longitude,latitude,Population_Difference,male_to_female_ratio
6,5,32,12,12,Herborn,35745,63.76,20894,10275,10619,328,0.5,2.0,2189.6597033712096,109.8,8.302982,50.682575,-344,0.9676052358979188
12,0,72,232,232,Luckenwalde,14943,46.61,20839,10148,10691,447,0.5,3.0,2300.0,110.7,13.173009,52.089253,-543,0.9492096155644935
6,4,35,6,6,Bruchköbel,63486,29.88,20825,10161,10664,697,0.5,1.0,2850.6672793215403,109.8,8.920577,50.178773,-503,0.9528319579894974
5,9,62,36,36,Meinerzhagen,58540,115.69,20812,10299,10513,180,0.5,1.0,1908.0,110.4,7.638497,51.107434,-214,0.9796442499762199
5,5,54,56,56,Stadtlohn,48703,79.25,20807,10413,10394,263,0.5,1.0,2066.6973102036936,110.4,6.918003,51.992602,19,1.0018279776794305
3,4,55,15,15,Schortens,26419,68.79,20797,10121,10676,302,0.5,7.0,1733.0,110.0,7.948406,53.540474,-555,0.9480142375421506
3,4,62,19,19,Wittmund,26409,210.16,20773,10163,10610,99,0.5,5.0,2098.313652480945,110.0,7.780018,53.575515,-447,0.9578699340245052
5,5,66,16,16,Hörstel,48477,107.54,20766,10413,10353,193,0.5,3.0,2090.5,110.4,7.587248,52.300221,60,1.0057954216169227
5,7,58,8,8,Enger,32130,41.24,20705,10210,10495,502,0.5,1.0,2055.6973102036936,110.4,8.559282,52.139237,-285,0.9728442115292997
14,5,24,300,300,Werdau,8412,65.62,20702,10285,10417,315,0.5,4.0,1018.5,110.3,12.378671,50.736044,-132,0.9873284054910243
6,4,35,21,21,Nidderau,61130,46.73,20700,10237,10463,443,0.5,2.0,2634.1597033712096,109.8,8.87606,50.220979,-226,0.9784000764599063
8,2,15,108,108,Rheinstetten,76287,32.31,20659,10057,10602,639,0.5,4.0,3724.5,109.5,8.292901,48.959096,-545,0.9485946047915488
8,4,36,5002,9,Bad Waldsee,88339,108.55,20630,10143,10487,190,0.5,1.0,2652.402263880467,109.5,9.751276,47.92251,-344,0.9671974825975017
7,3,38,25,25,Schifferstadt,67105,28.06,20615,10246,10369,735,0.5,1.0,3135.5,109.8,8.374595,49.385557,-123,0.9881377181984762
9,2,79,112,112,Dingolfing,84130,44.0,20607,10703,9904,468,0.5,1.0,2829.2856486840537,110.5,12.500422,48.62752,799,1.0806744749596122
5,9,78,12,12,Fröndenberg/Ruhr,58730,56.23,20548,10115,10433,365,0.5,3.0,2347.1821583030323,110.4,7.767252,51.473212,-318,0.9695197929646314
14,6,27,10,10,Coswig,1640,25.88,20512,9805,10707,793,0.5,2.0,2140.5,110.3,13.580494,51.126777,-902,0.9157560474455964
3,2,41,4,4,Burgwedel,30938,152.85,20506,9704,10802,134,0.5,2.0,2058.33638033193,110.0,9.856492,52.49202,-1098,0.8983521570079614
16,0,76,22,22,Greiz,7973,84.86,20397,9870,10527,240,0.5,2.0,964.5,110.9,12.201545,50.654739,-657,0.9375890567113138
14,5,23,5125,340,Reichenbach im Vogtland,8468,34.47,20371,9779,10592,591,0.5,2.0,1837.6013957730029,110.3,12.366175,50.620787,-813,0.9232439577039275
13,0,71,110,110,Neustrelitz,17235,139.89,20340,9763,10577,145,0.5,1.0,2002.0,111.0,13.062278,53.363118,-814,0.9230405597050203
3,1,59,10,10,Duderstadt,37115,95.64,20286,9949,10337,212,0.5,2.0,2367.33638033193,110.0,10.26116,51.512396,-388,0.9624649317983941
1,0,55,4,4,Bad Schwartau,23611,18.39,20255,9399,10856,1101,0.5,3.0,3240.0,109.4,10.695909,53.920431,-1457,0.8657885040530582
10,0,45,112,112,Blieskastel,66440,108.21,20240,9927,10313,187,0.5,2.0,2972.6296724890562,109.2,7.252923,49.23727,-386,0.962571511684282
5,5,66,68,68,Ochtrup,48607,105.63,20230,10275,9955,192,0.5,4.0,2191.674582352709,110.4,7.18865,52.208516,320,1.0321446509291814
5,5,70,44,44,Telgte,48291,90.9,20222,9815,10407,222,0.5,6.0,3042.5,110.4,7.784022,51.982866,-592,0.9431152109157298
9,4,78,139,139,Lichtenfels,96215,122.16,20217,9950,10267,165,0.5,1.0,2608.2856486840537,110.5,11.064046,50.146042,-317,0.9691243790786014
8,3,36,5007,81,Schopfheim,79650,67.93,20163,9752,10411,297,0.5,4.0,3415.0,109.5,7.822962,47.650141,-659,0.9367015656517146
8,1,35,5001,16,Giengen an der Brenz,89537,44.07,20133,10125,10008,457,0.5,1.0,3052.402263880467,109.5,10.24167,48.623783,117,1.0116906474820144
3,2,55,23,23,Holzminden,37603,88.24,20120,9956,10164,228,0.5,2.0,1234.5,110.0,9.447159,51.828764,-208,0.9795356158992523
16,0,61,115,115,Leinefelde-Worbis,37339,115.79,20119,9993,10126,174,0.5,2.0,1788.6314266551562,110.9,10.321641,51.387677,-133,0.9868654947659491
8,3,17,5009,89,Oberkirch,77704,69.1,20092,9998,10094,291,0.5,1.0,2945.0,109.5,8.077097,48.531805,-96,0.9904893996433525
16,0,66,63,63,Schmalkalden,98574,105.38,20065,10338,9727,190,0.5,1.0,2383.639002605487,110.9,10.45159,50.722559,611,1.0628148452760358
8,4,35,5006,57,Tettnang,88069,71.25,20037,9983,10054,281,0.5,4.0,4041.5,109.5,9.589453,47.671477,-71,0.9929381340759896
9,7,79,131,131,Donauwörth,86609,77.04,19994,9954,10040,260,0.0,2.0,2350.278072733723,110.5,10.777945,48.719139,-86,0.9914342629482071
10,0,44,111,111,Dillingen/ Saar,66763,22.05,19989,9811,10178,907,0.0,2.0,3474.6296724890562,109.2,6.726833,49.351599,-367,0.9639418353311063
8,1,25,5001,5,Bad Friedrichshall,74177,24.71,19962,10231,9731,808,0.0,1.0,3485.5,109.5,9.215882,49.229477,500,1.0513821806597472
8,1,18,80,80,Korntal-Münchingen,70825,20.71,19955,9938,10017,964,0.0,1.0,3149.902263880467,109.5,9.12377,48.826004,-79,0.9921134072077469
5,3,74,44,44,Waldbröl,51545,63.32,19949,9673,10276,315,0.0,4.0,1785.5,110.4,7.617394,50.876593,-603,0.9413195796029583
14,5,21,35,35,Aue-Bad Schlema,8280,36.43,19864,9500,10364,545,0.0,2.0,1530.1013957730029,110.3,12.700986,50.585486,-864,0.9166345040524894
8,1,18,19,19,Gerlingen,70839,17.01,19853,9761,10092,1167,0.0,4.0,5557.5,109.5,9.062047,48.800587,-331,0.9672017439556084
9,1,78,143,143,Moosburg a.d.Isar,85368,43.86,19832,9977,9855,452,0.0,3.0,2825.2704967833924,110.5,11.935504,48.467702,122,1.0123795027904616
9,7,73,125,125,Dillingen a.d.Donau,89407,75.59,19814,9789,10025,262,0.0,3.0,2393.7704967833924,110.5,10.496633,48.577159,-236,0.9764588528678304
14,7,30,5311,310,Torgau,4860,102.82,19802,9765,10037,193,0.0,2.0,1266.0,110.3,12.929244,51.563299,-272,0.9729002690046826
5,5,70,20,20,Ennigerloh,59320,125.56,19757,9846,9911,157,0.0,2.0,2005.689734253363,110.4,8.024092,51.835127,-65,0.9934416305115529
7,2,31,134,134,Wittlich,54516,49.64,19740,9919,9821,398,0.0,1.0,2421.5,109.8,6.889134,49.98627,98,1.0099786172487526
5,9,58,24,24,Marsberg,34431,182.22,19736,10165,9571,108,0.0,2.0,1371.689734253363,110.4,8.854984,51.459563,594,1.0620624804095706
3,2,54,28,28,Sarstedt,31157,43.0,19735,9735,10000,459,0.0,3.0,2391.5,110.0,9.855848,52.234449,-265,0.9735
7,1,37,68,68,Mayen,56727,58.19,19708,9807,9901,339,0.0,2.0,2456.1597033712096,109.8,7.222333,50.328707,-94,0.9905060094939905
1,0,56,44,44,Schenefeld,22869,9.99,19707,9548,10159,1973,0.0,5.0,4429.5,109.4,9.822462,53.600982,-611,0.9398562850674279
15,0,83,415,415,Oschersleben (Bode),39387,188.93,19704,9791,9913,104,0.0,2.0,1924.454749694436,110.7,11.227157,52.026437,-122,0.9876929284777565
3,2,57,9,9,Bückeburg,31675,68.9,19701,9490,10211,286,0.0,3.0,1902.5,110.0,9.050444,52.260372,-721,0.9293898736656547
6,5,32,11,11,Haiger,35708,106.73,19623,9715,9908,184,0.0,1.0,1796.1672793215403,109.8,8.204719,50.742898,-193,0.9805207912797739
9,1,87,117,117,Bad Aibling,83043,41.4,19613,9463,10150,474,0.0,3.0,5533.0,110.5,12.010474,47.863583,-687,0.9323152709359606
3,2,52,3,3,Bad Pyrmont,31812,61.99,19604,9341,10263,316,0.0,3.0,2223.828804381599,110.0,9.262908,51.985504,-922,0.9101627204521096
5,5,54,48,48,Rhede,46414,78.9,19595,9807,9788,248,0.0,5.0,2423.0,110.4,6.696075,51.840781,19,1.001941152431549
8,1,18,76,76,Sachsenheim,74343,57.92,19490,9611,9879,336,0.0,4.0,2762.8795360294826,109.5,9.063337,48.959506,-268,0.972871748152647
6,6,36,3,3,Eschwege,37269,63.26,19472,9329,10143,308,0.0,2.0,1440.5,109.8,10.057981,51.185804,-814,0.919747609188603
14,7,29,50,50,Borna,4552,62.45,19470,9361,10109,312,0.0,6.0,1421.0710919716876,110.3,12.49747,51.123285,-748,0.926006528835691
1,0,53,90,90,Mölln,23879,25.05,19469,9248,10221,777,0.0,4.0,2590.5,109.4,10.691022,53.629521,-973,0.9048038352411701
8,3,15,5012,74,Müllheim,79379,57.91,19463,9419,10044,336,0.0,2.0,2543.8946879301366,109.5,7.630871,47.808248,-625,0.9377737953006771
8,4,17,5004,31,Hechingen,72379,66.41,19439,9519,9920,293,0.0,3.0,1433.5,109.5,8.962947,48.351487,-401,0.9595766129032258
9,3,71,151,151,Sulzbach-Rosenberg,92237,53.12,19401,9626,9775,365,0.0,2.0,2654.778072733723,110.5,11.756146,49.495802,-149,0.9847570332480818
8,1,15,50,50,Weil der Stadt,71263,43.17,19401,9592,9809,449,0.0,2.0,3921.5,109.5,8.870105,48.751993,-217,0.9778774594759915
5,7,62,4,4,Bad Driburg,33014,115.3,19390,9627,9763,168,0.0,3.0,1646.1821583030323,110.4,9.017025,51.736124,-136,0.9860698555771792
14,5,21,20,20,Annaberg-Buchholz,9456,28.15,19382,9321,10061,689,0.0,3.0,1081.5,110.3,13.003162,50.580572,-740,0.9264486631547559
9,1,71,112,112,Burghausen,84489,19.81,19364,9504,9860,977,0.0,6.0,3386.247768932408,110.5,12.831282,48.168825,-356,0.963894523326572
12,0,63,208,208,Nauen,14641,268.14,19352,9617,9735,72,0.0,2.0,2828.5,110.7,12.876378,52.607013,-118,0.9878787878787879
5,3,70,36,36,Wassenberg,41849,42.43,19339,9523,9816,456,0.0,3.0,2297.1821583030323,110.4,6.155749,51.099533,-293,0.9701507742461287
9,1,73,147,147,Wolfratshausen,82515,9.13,19335,9443,9892,2118,0.0,4.0,5931.0,110.5,11.420767,47.912703,-449,0.9546097856854023
6,4,38,5,5,Heusenstamm,63150,19.03,19306,9530,9776,1015,0.0,2.0,3001.6597033712096,109.8,8.806283,50.059432,-246,0.974836333878887
15,0,83,270,270,Haldensleben,39340,156.31,19267,9464,9803,123,0.0,2.0,1530.5,110.7,11.411083,52.291363,-339,0.9654187493624401
7,3,31,3,3,Alzey,55232,35.22,19265,9482,9783,547,0.0,1.0,2442.1672793215403,109.8,8.112469,49.745225,-301,0.9692323418174384
14,7,30,270,270,Schkeuditz,4435,81.47,19189,9961,9228,236,0.0,5.0,1987.5,110.3,12.221712,51.396211,733,1.079432162982228
9,1,73,112,112,Bad Tölz,83646,30.8,19186,9243,9943,623,0.0,2.0,2909.778072733723,110.5,11.563912,47.759148,-700,0.9295987126621744
15,0,85,55,55,Blankenburg (Harz),38889,148.98,19161,9207,9954,129,0.0,3.0,1873.9471737441054,110.7,10.952601,51.791278,-747,0.9249547920433996
3,1,53,12,12,Seesen,38723,102.32,19159,9297,9862,187,0.0,3.0,2192.328804381599,110.0,10.176074,51.890957,-565,0.9427093895761509
16,0,68,51,51,Sömmerda,99610,87.56,19156,9414,9742,219,0.0,2.0,2351.1314266551562,110.9,11.118975,51.159368,-328,0.9663313487990146
3,3,58,19,19,Schneverdingen,29640,234.92,19140,9215,9925,81,0.0,2.0,2095.0,110.0,9.787463,53.118479,-710,0.9284634760705289
10,0,44,112,112,Lebach,66822,64.21,19095,9887,9208,297,0.0,4.0,2959.6145205884022,109.2,6.912464,49.410528,679,1.07374022589053
8,4,15,59,59,Pfullingen,72793,30.14,19005,9220,9785,631,0.0,2.0,3723.5,109.5,9.226443,48.466279,-565,0.9422585590189065
14,6,25,480,480,Radeberg,1454,29.83,18980,9253,9727,636,0.0,1.0,1692.1089717233335,110.3,13.921969,51.116404,-474,0.9512696617662177
5,3,78,8,8,Burscheid,51399,27.33,18968,9325,9643,694,0.0,1.0,2691.5,110.4,7.113704,51.085749,-318,0.9670227107746552
9,1,87,150,150,Kolbermoor,83059,19.83,18945,9190,9755,955,0.0,2.0,3302.778072733723,110.5,12.060928,47.85111,-565,0.9420809841107125
5,9,70,4,4,Bad Berleburg,57319,275.52,18923,9537,9386,69,0.0,1.0,1549.1973102036936,110.4,8.392854,51.049858,151,1.0160877903260175
12,0,73,452,452,Prenzlau,17291,142.97,18909,9027,9882,132,0.0,3.0,1650.5,110.7,13.707767,53.331298,-855,0.9134790528233151
9,1,72,114,114,Bad Reichenhall,83435,41.92,18893,9070,9823,451,0.0,2.0,2748.278072733723,110.5,12.876699,47.725886,-753,0.9233431741830398
3,2,41,7,7,Hemmingen,30966,31.73,18870,9078,9792,595,0.0,7.0,3124.5,110.0,9.747743,52.32069,-714,0.9270833333333334
9,5,77,177,177,Weißenburg i.Bay.,91781,97.58,18854,9257,9597,193,0.0,2.0,2441.778072733723,110.5,10.971667,49.030107,-340,0.9645722621652599
9,6,71,111,111,Alzenau,63755,59.3,18829,9208,9621,318,0.0,2.0,3111.0,110.5,9.071865,50.08681,-413,0.9570730693275127
7,3,32,2,2,Bad Dürkheim,67098,102.55,18818,8843,9975,184,0.0,3.0,2340.152127420879,109.8,8.169191,49.460397,-1132,0.886516290726817
9,7,77,151,151,Marktoberdorf,87616,95.15,18809,9455,9354,198,0.0,2.0,3311.0,110.5,10.618465,47.779483,101,1.0107975197776353
3,3,57,8,8,Bremervörde,27432,150.42,18793,9414,9379,125,0.0,2.0,1842.3363803319298,110.0,9.146245,53.485106,35,1.0037317411237872
3,2,54,2,2,Alfeld (Leine),31061,72.88,18723,9220,9503,257,0.0,2.0,1431.5,110.0,9.825738,51.987221,-283,0.970219930548248
5,3,74,4,4,Bergneustadt,51702,37.89,18633,9031,9602,492,0.0,2.0,2413.189734253363,110.4,7.648337,51.021118,-571,0.9405332222453655
1,0,56,49,49,Uetersen,25436,11.43,18618,9123,9495,1629,0.0,3.0,2995.5,109.4,9.711965,53.697658,-372,0.9608214849921011
8,1,15,41,41,Renningen,71272,31.15,18596,9217,9379,597,0.0,3.0,2888.387111979806,109.5,8.936373,48.765313,-162,0.9827273696556136
14,5,24,5104,30,Crimmitschau,8451,61.15,18567,9005,9562,304,0.0,3.0,931.0,110.3,12.386924,50.81245,-557,0.9417485881614724
1,0,62,18,18,Glinde,21509,11.21,18547,9107,9440,1655,0.0,2.0,3727.806349449769,109.4,10.211314,53.540087,-333,0.9647245762711865
6,4,36,6,6,Hochheim am Main,65239,19.47,18538,9124,9414,952,0.0,3.0,3005.152127420879,109.8,8.353313,50.01113,-290,0.9691948162311451
5,7,58,36,36,Vlotho,32602,76.93,18495,9263,9232,240,0.0,2.0,1567.5,110.4,8.860068,52.165489,31,1.0033578856152514
6,6,34,22,22,Schwalmstadt,34613,84.79,18488,9366,9122,218,0.0,2.0,1832.6597033712096,109.8,9.188384,50.912032,244,1.02674852006139
6,6,33,26,26,Vellmar,34246,13.97,18474,8787,9687,1322,0.0,4.0,2428.0,109.8,9.478272,51.355424,-900,0.9070919789408486
3,2,52,7,7,Hessisch Oldendorf,31840,120.32,18458,9052,9406,153,0.0,2.0,1967.3363803319298,110.0,9.252506,52.168347,-354,0.9623644482245375
7,1,41,75,75,Lahnstein,56112,37.62,18433,8906,9527,490,0.0,2.0,2458.5,109.8,7.607337,50.300468,-621,0.9348168363598195
6,4,34,6,6,Kronberg im Taunus,61476,18.58,18416,8708,9708,991,0.0,3.0,3020.652127420879,109.8,8.510666,50.179718,-1000,0.8969921714050267
7,2,35,5003,68,Konz,54329,44.57,18403,8989,9414,413,0.0,2.0,2376.1597033712096,109.8,6.576553,49.694664,-425,0.9548544720628851
8,4,37,5006,104,Sigmaringen,72488,92.84,18375,9468,8907,198,0.0,2.0,2384.3946879301366,109.5,9.214788,48.086623,561,1.062984169754126
9,7,75,129,129,Illertissen,89257,36.39,18368,9048,9320,505,0.0,1.0,3214.0,110.5,10.10286,48.222701,-272,0.9708154506437768
7,3,34,501,501,Wörth am Rhein,76744,131.62,18350,9030,9320,139,0.0,1.0,2522.1672793215403,109.8,8.268634,49.051938,-290,0.9688841201716738
10,0,41,515,515,Püttlingen,66346,23.95,18295,8828,9467,764,0.0,1.0,1803.5,109.2,6.884983,49.287743,-639,0.9325023766768775
13,0,76,108,108,Parchim,19370,124.81,18278,8831,9447,146,0.0,1.0,1444.727341085847,111.0,11.847644,53.425581,-616,0.9347941145337144
1,0,60,5,5,Bad Segeberg,23795,18.87,18221,8879,9342,966,0.0,1.0,2630.5,109.4,10.304193,53.937059,-463,0.950438878184543
14,6,27,60,60,Großenhain,1558,130.36,18102,8874,9228,139,0.0,1.0,974.6089717233335,110.3,13.53055,51.292057,-354,0.9616384915474643
9,7,72,125,125,Bobingen,86399,50.26,18070,8928,9142,360,0.0,3.0,3884.5,110.5,10.835456,48.271966,-214,0.9765915554583242
6,6,35,11,11,Frankenberg (Eder),35066,124.86,18033,9024,9009,144,0.0,4.0,1846.1445514705556,109.8,8.799233,51.058731,15,1.0016650016650017
8,2,25,14,14,Buchen (Odenwald),74722,138.93,18018,8785,9233,130,0.0,2.0,2412.3946879301366,109.5,9.323179,49.521795,-448,0.9514783927217589
6,5,31,14,14,Pohlheim,35415,38.0,18003,8869,9134,474,0.0,3.0,2397.5,109.8,8.716165,50.534353,-265,0.9709875191591855
9,2,75,154,154,Vilshofen an der Donau,94474,86.29,17960,8916,9044,208,0.0,2.0,2588.278072733723,110.5,13.184559,48.634144,-128,0.9858469703670942
12,0,71,76,76,Forst (Lausitz)/Baršć (Łužyca),3149,110.69,17855,8647,9208,161,0.0,2.0,1458.954749694436,110.7,14.644601,51.744632,-561,0.9390747176368376
5,9,62,60,60,Werdohl,58791,33.38,17827,8775,9052,534,0.0,2.0,1441.0,110.4,7.766853,51.259614,-277,0.9693990278391516
9,1,72,118,118,Freilassing,83395,14.81,17816,8700,9116,1203,0.0,3.0,3449.2704967833924,110.5,12.978135,47.842101,-416,0.9543659499780606
9,5,73,122,122,Oberasbach,90522,12.08,17810,8567,9243,1474,0.0,1.0,3514.7856486840537,110.5,10.958495,49.422443,-676,0.9268635724331927
5,9,70,16,16,Freudenberg,57258,54.6,17773,8819,8954,326,0.0,1.0,2097.5,110.4,7.876633,50.897439,-135,0.984922939468394
14,5,23,20,20,Auerbach/Vogtl.,8209,55.52,17759,8569,9190,320,0.0,2.0,1316.1013957730029,110.3,12.402307,50.508726,-621,0.9324265505984766
9,1,85,158,158,Schrobenhausen,86529,75.26,17754,8783,8971,236,0.0,2.0,4010.0,110.5,11.264967,48.561245,-188,0.9790435848846283
3,2,52,2,2,Bad Münder am Deister,31848,107.97,17728,8666,9062,164,0.0,1.0,1940.8439562822605,110.0,9.463755,52.197773,-396,0.9563010372986096
8,4,37,5005,100,Bad Saulgau,88348,97.34,17702,8717,8985,182,0.0,4.0,2559.5,109.5,9.593584,48.028386,-268,0.9701725097384529
3,2,51,12,12,Diepholz,49356,104.7,17685,8675,9010,169,0.0,1.0,2129.3439562822605,110.0,8.370605,52.606393,-335,0.962819089900111
8,3,37,5005,96,Bad Säckingen,79713,25.35,17660,8494,9166,697,0.0,1.0,2997.402263880467,109.5,7.948758,47.552535,-672,0.9266855771328824
6,4,40,16,16,Nidda,63667,118.33,17650,8867,8783,149,0.0,3.0,1939.5,109.8,9.006592,50.413675,84,1.0095639303199362
10,0,45,111,111,Bexbach,66450,31.09,17642,8626,9016,567,0.0,1.0,3135.137248439387,109.2,7.257578,49.347836,-390,0.9567435669920142
3,4,60,2,2,Damme,49401,104.39,17639,8749,8890,169,0.0,1.0,2140.0,110.0,8.196486,52.521308,-141,0.9841394825646794
6,6,35,3,3,Bad Wildungen,34537,120.1,17595,8648,8947,147,0.0,3.0,1812.152127420879,109.8,9.124808,51.119966,-299,0.9665809768637532
8,3,27,5005,49,Trossingen,78647,24.2,17571,8862,8709,726,0.0,2.0,2619.5,109.5,8.632659,48.074438,153,1.0175680330692387
9,1,84,119,119,Garching b.München,85748,28.17,17526,9011,8515,622,0.0,1.0,2906.7856486840537,110.5,11.65188,48.249173,496,1.0582501467997651
8,3,35,5006,79,Stockach,78333,69.73,17490,8601,8889,251,0.0,1.0,3064.5,109.5,9.00899,47.848855,-288,0.9676004049949376
7,1,31,77,77,Sinzig,53489,41.1,17437,8509,8928,424,0.0,1.0,2446.1672793215403,109.8,7.249122,50.54387,-419,0.9530689964157706
7,1,31,70,70,Remagen,53424,33.21,17426,8631,8795,525,0.0,2.0,2759.5,109.8,7.234403,50.577781,-164,0.9813530415008528
9,3,72,116,116,Cham,93413,80.69,17421,8691,8730,216,0.0,1.0,2454.7856486840537,110.5,12.667061,49.219124,-39,0.99553264604811
6,4,32,2,2,Babenhausen,64832,66.85,17409,8644,8765,260,0.0,5.0,2686.0,109.8,8.95236,49.962864,-121,0.9861950941243582
6,4,33,7,7,Kelsterbach,65451,15.41,17375,8970,8405,1128,0.0,2.0,3056.6597033712096,109.8,8.528848,50.06318,565,1.0672218917311125
5,5,54,16,16,Gescher,48712,80.84,17361,8733,8628,215,0.0,3.0,2093.5,110.4,7.005391,51.955894,105,1.0121696801112656
16,0,64,3,3,Bad Langensalza,99947,129.37,17349,8450,8899,134,0.0,4.0,2295.6162747545022,110.9,10.649839,51.106785,-449,0.9495448926845713
1,0,53,116,116,Schwarzenbek,21493,11.65,17317,8521,8796,1486,0.0,6.0,3757.276045648454,109.4,10.477663,53.502645,-275,0.9687357889949977
5,7,66,32,32,Horn-Bad Meinberg,32805,90.15,17290,8439,8851,192,0.0,2.0,1537.5,110.4,8.945418,51.87278,-412,0.9534515873912552
5,3,66,4,4,Bad Münstereifel,53902,150.83,17282,8341,8941,115,0.0,1.0,1925.6973102036936,110.4,6.765111,50.556858,-600,0.932893412369981
9,5,77,136,136,Gunzenhausen,91710,82.72,17239,8346,8893,208,0.0,6.0,2640.0,110.5,10.759225,49.113471,-547,0.9384909479365793
5,7,66,56,56,Oerlinghausen,33813,32.69,17238,8366,8872,527,0.0,3.0,2102.6821583030323,110.4,8.66135,51.952315,-506,0.9429666366095582
16,0,61,45,45,Heilbad Heiligenstadt,37308,70.87,17233,8601,8632,243,0.0,2.0,2111.5,110.9,10.137999,51.378474,-31,0.9964087117701576
7,1,37,203,203,Bendorf,56170,24.12,17221,8503,8718,714,0.0,1.0,2833.1672793215403,109.8,7.575608,50.423567,-215,0.9753383803624684
9,4,79,136,136,Marktredwitz,95615,49.52,17206,8322,8884,347,0.0,1.0,2654.7856486840537,110.5,12.086076,50.001792,-562,0.9367402071139127
9,7,78,116,116,Bad Wörishofen,86825,57.79,17180,8273,8907,297,0.0,2.0,3552.0,110.5,10.592777,48.002989,-634,0.9288200291905243
6,4,39,3,3,Eltville am Rhein,65343,46.77,17112,8283,8829,366,0.0,1.0,2420.1672793215403,109.8,8.119535,50.024896,-546,0.9381583418280666
1,0,55,12,12,Eutin,23701,41.38,17086,8044,9042,413,0.0,2.0,2754.0,109.4,10.614962,54.138933,-998,0.8896261888962619
9,2,73,137,137,Kelheim,93309,100.23,17044,8474,8570,170,0.0,2.0,2860.0,110.5,11.869879,48.919056,-96,0.9887981330221703
14,6,25,250,250,Kamenz / Kamjenc,1917,98.3,17015,8483,8532,173,0.0,7.0,1381.563516021357,110.3,14.098251,51.270734,-49,0.9942569151429911
6,4,33,5,5,Ginsheim-Gustavsburg,65462,13.94,16960,8366,8594,1217,0.0,2.0,3172.1597033712096,109.8,8.345195,49.966981,-228,0.9734698626949034
6,6,31,15,15,Hünfeld,36088,119.75,16941,8579,8362,141,0.0,1.0,1908.5,109.8,9.769026,50.672895,217,1.0259507294905525
9,4,76,145,145,Kronach,96317,66.98,16906,8278,8628,252,0.0,1.0,2541.7856486840537,110.5,11.325279,50.239015,-350,0.9594343996291145
14,6,28,160,160,Heidenau,1809,11.07,16884,8302,8582,1525,0.0,5.0,2456.5,110.3,13.863536,50.980894,-280,0.967373572593801
15,0,85,330,330,Thale,6502,137.67,16868,8265,8603,123,0.0,1.0,1568.4623256447667,110.7,11.045799,51.753943,-338,0.9607113797512495
7,2,32,18,18,Bitburg,54634,47.55,16852,8283,8569,354,0.0,2.0,2587.0,109.8,6.524756,49.975769,-286,0.9666238767650834
12,0,70,424,424,Wittenberge,19322,50.63,16837,8173,8664,333,0.0,4.0,2090.939597793782,110.7,11.751411,52.993574,-491,0.9433287165281625
5,7,74,8,8,Bad Lippspringe,33175,51.01,16808,8154,8654,330,0.0,1.0,2407.0,110.4,8.818502,51.782341,-500,0.9422232493644558
6,4,34,5,5,Königstein im Taunus,61462,25.05,16744,7947,8797,668,0.0,1.0,2639.1672793215403,109.8,8.464874,50.182742,-850,0.9033761509605547
6,4,31,5,5,Bürstadt,68642,34.46,16734,8254,8480,486,0.0,3.0,2593.152127420879,109.8,8.45334,49.640458,-226,0.9733490566037736
9,1,90,141,141,Penzberg,82377,25.73,16729,8186,8543,650,0.0,4.0,5479.5,110.5,11.376279,47.751761,-357,0.958211401147138
